GLOBAL_UID,CCF_UID,COGNITIVE_CHALLENGE_FAMILY_NUMBER,COGNITIVE_CHALLENGE_FAMILY,COGNITIVE_CHALLENGE_NUMBER,COGNITIVE_CHALLENGE_FULL,COGNITIVE_CHALLENGE,TECHNOLOGY_NUMBER,TECHNOLOGY,VALUE,binary,weighted
1289,158,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,14,Vehicle controls,0,0,0
1290,159,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,15,Robot controller interfaces,0,0,0
1291,160,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,16,Exoskeletons,0,0,0
1292,161,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,17,Body-integrated interfaces,0,0,0
1293,162,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,18,Smart home devices,0,0,0
1294,163,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,19,Rapid 3D modelling,1,1,1
1295,164,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,20,Haptic feedback equipment,0,0,0
1296,165,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,21,Physical/tactile displays,1,1,1
1297,166,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,22,Visual/light indicators,0,0,0
1298,167,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,23,1D visual displays,1,1,1
1299,168,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,24,3D visual displays,1,1,1
1300,169,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,25,Virtual reality headsets,1,1,1
1301,170,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,26,Augmented reality glasses,1,1,1
1302,171,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,27,Audio indicators,0,0,0
1303,172,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,28,Brain computer interface,1,1,1
1304,173,FAMILY6,6. Knowledge management and provision of high quality training and education,6.6,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Capability reconstitution,29,Olfactory interfaces,0,0,0
1305,174,FAMILY6,6. Knowledge management and provision of high quality training and education,6.7,Skill-fade owing to lack of opportunity to use skills,Preventing skill-fade,1,Touchscreens,1,1,1
1306,175,FAMILY6,6. Knowledge management and provision of high quality training and education,6.7,Skill-fade owing to lack of opportunity to use skills,Preventing skill-fade,2,Touch-interactive large objects,1,1,1
