Cognitive Challenge Family Name,Individual Cognitive Challenge Short Name,Individual Cognitive Challenge Long Name,Technology Name,Linked 0/1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Image recognition cameras,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Eye tracking equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Physiological monitors,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Smart clothing and other wearables,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Telepresence equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Speech-based interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Vehicle controls,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Robot Controller Interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Exoskeletons,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Body-integrated interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Smart home devices,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Rapid 3D modelling,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Haptic feedback equipment,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Physical/tactile displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Visual/light indicators,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,2D visual displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,3D visual displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Virtual reality headsets,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Augmented reality glasses,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Audio indicators,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Touchscreens,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Touch-interactive large objects,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Gesture and movement sensors,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Handheld controllers,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Keyboard and text input devices,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Drawing or writing implements,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Image recognition cameras,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Eye tracking equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Physiological monitors,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Physical virtual reality control interfaces,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Smart clothing and other wearables,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Telepresence equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Speech-based interfaces,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Vehicle controls,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering cyber attacks,Countering cyberattack (hacking) and attacks on cyber infrastructure.,Robot Controller Interfaces,1,,,,,,,,,,,,,,,
